Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,wheat straw pellets(WSP550),Ni2+,26.4,0.1401,8.38,98.04,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,15.751789974253962,0.016718377086310455,7.273092595999522,1454.6185191999043,115.3023,1.6759999996648,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.1717,11.73,85.85,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,11.25319692998694,0.014637681158172404,7.273092595999522,1454.6185191999043,141.3091,2.3459999995308,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice Husk (RH600),Pb2+,198.11,1.2,400.0,14.83,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313312,Pb2+,biomass,24.763749999938092,0.0029999999999925,7.273092595999522,1163.6948153599235,1047.6,7.999999999840001,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,1.64,150.0,54.89,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313313 ,Pb2+,biomass,4.789999999968067,0.010933333333260445,7.273092595999522,1163.6948153599235,1431.72,2.99999999994,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,0.55,50.0,55.94,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313314,Pb2+,biomass,198.1099999960378,0.010999999999780002,7.273092595999522,1163.6948153599235,480.15000000000003,0.9999999999800001,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,0.915,50.0,91.5,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313315,Pb2+,biomass,14.3699999997126,0.018299999999634,7.273092595999522,1163.6948153599235,798.7950000000001,0.9999999999800001,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,2.459,400.0,30.73,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313316,Pb2+,biomass,1.7962499999955095,0.006147499999984631,7.273092595999522,1163.6948153599235,2146.707,7.999999999840001,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,1.095,300.0,18.25,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313317,Pb2+,biomass,33.018333333223275,0.0036499999999878335,7.273092595999522,1163.6948153599235,955.935,5.99999999988,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,0.96,200.0,24.01,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313318,Pb2+,biomass,49.527499999752365,0.004799999999976,7.273092595999522,1163.6948153599235,838.0799999999999,3.9999999999200004,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,2.701,500.0,27.01,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313319,Pb2+,biomass,1.4369999999971261,0.005401999999989196,7.273092595999522,1163.6948153599235,2357.973,9.9999999998,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,1.568,100.0,78.42,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313320,Pb2+,biomass,7.1849999999281495,0.0156799999998432,7.273092595999522,1163.6948153599235,1368.864,1.9999999999600002,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,0.901,150.0,30.045,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313321,Pb2+,biomass,66.03666666622642,0.006006666666626623,7.273092595999522,1163.6948153599235,786.573,2.99999999994,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,0.73,100.0,36.73,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313322,Pb2+,biomass,99.05499999900945,0.007299999999926999,7.273092595999522,1163.6948153599235,637.29,1.9999999999600002,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,2.17,300.0,36.24,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313323,Pb2+,biomass,2.3949999999920166,0.007233333333309222,7.273092595999522,1163.6948153599235,1894.4099999999999,5.99999999988,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Rice Husk (RH600),Pb2+,198.11,1.26,500.0,12.6,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313324,Pb2+,biomass,19.81099999996038,0.00251999999999496,7.273092595999522,1163.6948153599235,1099.98,9.9999999998,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Rice Husk (RH600),Pb2+
,Wheat straw(WS600),Pb2+,14.37,1.84,200.0,46.13,1440.0,50.0,160.0,5.0,873.0,"(Li et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0960852418313325,Pb2+,biomass,3.5924999999820377,0.009199999999954,7.273092595999522,1163.6948153599235,1606.3200000000002,3.9999999999200004,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Li et al., 2018)",Wheat straw(WS600),Pb2+
,Grape stalks (GS600),Pb2+,72.0,11.33,62.49,99.8,1470.0,5.5,250.0,5.0,873.0,"(Trakal et al., 2014)",https://www.sciencedirect.com/science/article/pii/S0960852414012243,Pb2+,composite_other,6.337013922126148,0.18130900943860923,7.293697720601438,1823.4244301503595,9891.09,11.361818179752397,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Trakal et al., 2014)",Grape stalks (GS600),Pb2+
,Grape husks (GH600),Pb2+,77.0,17.43,99.99,95.89,1470.0,5.5,250.0,5.0,873.0,"(Trakal et al., 2014)",https://www.sciencedirect.com/science/article/pii/S0960852414012244,Pb2+,biomass,4.235423542311877,0.17431743174143097,7.293697720601438,1823.4244301503595,15216.39,18.179999996694544,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Trakal et al., 2014)",Grape husks (GH600),Pb2+
,Nut shells (NS600),Pb2+,465.0,2.44,13.15,99.68,1470.0,5.5,250.0,5.0,873.0,"(Trakal et al., 2014)",https://www.sciencedirect.com/science/article/pii/S0960852414012245,Pb2+,composite_other,194.48669200041925,0.18555133078436872,7.293697720601438,1823.4244301503595,2130.12,2.39090909047438,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Trakal et al., 2014)",Nut shells (NS600),Pb2+
,Wheat straws(WS600),Pb2+,364.0,18.1,99.99,100.0,1470.0,5.5,250.0,5.0,873.0,"(Trakal et al., 2014)",https://www.sciencedirect.com/science/article/pii/S0960852414012246,Pb2+,biomass,20.02200220001978,0.18101810180837066,7.293697720601438,1823.4244301503595,15801.300000000001,18.179999996694544,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Trakal et al., 2014)",Wheat straws(WS600),Pb2+
,Plum stones (PS600),Pb2+,443.0,2.267,12.49,99.83,1470.0,5.5,250.0,5.0,873.0,"(Trakal et al., 2014)",https://www.sciencedirect.com/science/article/pii/S0960852414012247,Pb2+,composite_other,195.07606083306035,0.18150520414879862,7.293697720601438,1823.4244301503595,1979.091,2.270909090496198,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Trakal et al., 2014)",Plum stones (PS600),Pb2+
,Buckwheat husk (BWH350),Pb2+,11.4,1.89,0.99456,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301403,Pb2+,biomass,57.31177600415081,1.9003378359271055,7.6783263565068856,1151.7489534760327,1177.47,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),Pb2+
,Buckwheat husk (BWH350),Pb2+,11.4,1.89,0.80808,97.43,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301404,Pb2+,biomass,70.53757045028021,2.3388773359829753,7.6783263565068856,1151.7489534760327,1177.47,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),Pb2+
,Buckwheat husk (BWH350),Pb2+,11.4,1.89,0.60088,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301405,Pb2+,biomass,94.86087056506979,3.1453867608417876,7.6783263565068856,1151.7489534760327,1177.47,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),Pb2+
,Buckwheat husk(BWH450),Pb2+,10.72,1.375,0.80808,97.43,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301406,Pb2+,biomass,66.3300662479828,1.7015641994585138,7.6783263565068856,1151.7489534760327,994.125,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),Pb2+
,Buckwheat husk(BWH450),Pb2+,10.72,1.375,0.60088,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301407,Pb2+,biomass,89.20250284715335,2.2883104741573854,7.6783263565068856,1151.7489534760327,994.125,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),Pb2+
,Buckwheat husk(BWH450),Pb2+,10.72,1.375,0.99456,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301408,Pb2+,biomass,53.893178838990934,1.3825209123808309,7.6783263565068856,1151.7489534760327,994.125,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),Pb2+
,Buckwheat husk(BWH550),Pb2+,17.02,1.92,0.80808,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301409,Pb2+,biomass,105.31135518103237,2.37600237306207,7.6783263565068856,1151.7489534760327,1580.1599999999999,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),Pb2+
,Buckwheat husk(BWH550),Pb2+,17.02,1.92,0.99456,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301410,Pb2+,biomass,85.5654761044427,1.930501928560869,7.6783263565068856,1151.7489534760327,1580.1599999999999,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),Pb2+
,Buckwheat husk(BWH550),Pb2+,17.02,1.92,0.60088,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301411,Pb2+,biomass,141.6256155278498,3.1953135348234034,7.6783263565068856,1151.7489534760327,1580.1599999999999,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),Pb2+
,Buckwheat husk(BWH650),Pb2+,17.8,1.34,0.60088,100.0,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301412,Pb2+,biomass,148.11609614545984,2.2300625711788338,7.6783263565068856,1151.7489534760327,1236.8200000000002,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),Pb2+
,Buckwheat husk(BWH650),Pb2+,17.8,1.34,0.99456,100.0,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301413,Pb2+,biomass,89.48680814683196,1.3473294709747734,7.6783263565068856,1151.7489534760327,1236.8200000000002,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),Pb2+
,Buckwheat husk(BWH650),Pb2+,17.8,1.34,0.80808,100.0,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301414,Pb2+,biomass,110.13761000131471,1.65825165619957,7.6783263565068856,1151.7489534760327,1236.8200000000002,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),Pb2+
,Corncobs(CC350),Pb2+,12.44,1.05,0.60088,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301415,Pb2+,composite_other,103.51484472188316,1.7474370893565487,7.6783263565068856,1151.7489534760327,654.15,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),Pb2+
,Corncobs(CC350),Pb2+,12.44,1.05,0.80808,97.43,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301416,Pb2+,composite_other,76.9725768773233,1.2993762977683196,7.6783263565068856,1151.7489534760327,654.15,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),Pb2+
,Corncobs(CC350),Pb2+,12.44,1.05,0.99456,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301417,Pb2+,composite_other,62.54021872733649,1.0557432421817254,7.6783263565068856,1151.7489534760327,654.15,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),Pb2+
,Corncobs(CC450),Pb2+,14.42,1.59,0.60088,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301418,Pb2+,composite_other,119.99068013581633,2.646119021025631,7.6783263565068856,1151.7489534760327,1149.5700000000002,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC450),Pb2+
,Corncobs(CC450),Pb2+,14.42,1.59,0.80808,97.43,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301419,Pb2+,composite_other,89.2238391134246,1.9676269651920268,7.6783263565068856,1151.7489534760327,1149.5700000000002,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC450),Pb2+
,Corncobs(CC450),Pb2+,14.42,1.59,0.99456,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301420,Pb2+,composite_other,72.49436929647847,1.5986969095894699,7.6783263565068856,1151.7489534760327,1149.5700000000002,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC450),Pb2+
,Corncobs(CC550),Pb2+,37.11,1.37,0.60088,96.55,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301421,Pb2+,composite_other,308.79709707629297,2.2799893451604496,7.6783263565068856,1151.7489534760327,1127.51,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),Pb2+
,Corncobs(CC550),Pb2+,37.11,1.37,0.99456,95.83,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301422,Pb2+,composite_other,186.56491293982776,1.377493563608537,7.6783263565068856,1151.7489534760327,1127.51,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),Pb2+
,Corncobs(CC550),Pb2+,37.11,1.37,0.80808,97.43,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301423,Pb2+,composite_other,229.61835433420163,1.6953766932786647,7.6783263565068856,1151.7489534760327,1127.51,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),Pb2+
,Corncobs(CC650),Pb2+,47.63,1.52,0.99456,97.91,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301424,Pb2+,composite_other,239.4526220243599,1.528314026777355,7.6783263565068856,1151.7489534760327,1402.96,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),Pb2+
,Corncobs(CC650),Pb2+,47.63,1.52,0.60088,100.0,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301425,Pb2+,composite_other,396.3353741240591,2.529623215068528,7.6783263565068856,1151.7489534760327,1402.96,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),Pb2+
,Corncobs(CC650),Pb2+,47.63,1.52,0.80808,97.43,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301426,Pb2+,composite_other,294.7109193462146,1.881001878674139,7.6783263565068856,1151.7489534760327,1402.96,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),Pb2+
,Mulberry wood (MW550),Pb2+,58.03,2.47,0.80808,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301427,Pb2+,biomass,359.0609836166456,3.056628052845476,7.6783263565068856,1151.7489534760327,2032.8100000000002,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),Pb2+
,Mulberry wood (MW550),Pb2+,58.03,2.47,0.60088,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301428,Pb2+,biomass,482.87511569219294,4.110637724486358,7.6783263565068856,1151.7489534760327,2032.8100000000002,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),Pb2+
,Mulberry wood (MW550),Pb2+,58.03,2.47,0.99456,100.0,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301429,Pb2+,biomass,291.7370492562168,2.4835102935132016,7.6783263565068856,1151.7489534760327,2032.8100000000002,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),Pb2+
,Mulberry wood(MW350),Pb2+,16.56,2.39,0.99456,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301430,Pb2+,biomass,83.25289566918748,2.4030727131564986,7.6783263565068856,1151.7489534760327,1488.97,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),Pb2+
,Mulberry wood(MW350),Pb2+,16.56,2.39,0.80808,97.43,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301431,Pb2+,biomass,102.46510233830178,2.9576279539678896,7.6783263565068856,1151.7489534760327,1488.97,0.1616159999676768,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),Pb2+
,Mulberry wood(MW350),Pb2+,16.56,2.39,0.60088,100.0,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301432,Pb2+,biomass,137.79789618925926,3.9774996605353827,7.6783263565068856,1151.7489534760327,1488.97,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),Pb2+
,Mulberry wood(MW450),Pb2+,31.45,2.38,0.60088,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301433,Pb2+,biomass,261.69950695363553,3.96085740254151,7.6783263565068856,1151.7489534760327,1720.74,0.12017599997596479,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW450),Pb2+
,Mulberry wood(MW450),Pb2+,31.45,2.38,0.99456,100.0,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301434,Pb2+,biomass,158.1101188886441,2.3930180156119105,7.6783263565068856,1151.7489534760327,1720.74,0.1989119999602176,1.5,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW450),Pb2+
